preparl_phases_id,bill_id,preparl_phases_type,preparl_phases_order,preparl_phases_start_date,preparl_phases_end_state,preparl_phases_count
863,20050074-1,04,1,2003-12-15,2004-03-31,1
929,20050075-1,05,1,2004-06-15,2004-08-15,2
930,20050075-1,04,2,2005-03-11,2005-06-30,2
1782,20050076-1,03,1,2003-06-15,2003-06-15,1
889,20050078-1,03,1,2000-07-03,2002-06-25,2
890,20050078-1,04,2,2002-12-18,2003-04-10,2
891,20050079-1,04,1,2003-01-22,2003-04-30,2
892,20050079-1,04,2,2004-06-08,2004-07-23,2
931,20050080-1,04,1,2004-05-15,2004-08-15,1
1184,20050080-2,04,1,2004-04-28,2004-08-31,2
1185,20050080-2,05,2,2005-06-30,2005-06-30,2
932,20050080-3,04,1,2004-05-15,2004-08-15,1
1783,20050080-4,04,1,2004-05-15,2004-08-15,2
1784,20050080-4,05,2,2005-06-30,2005-06-30,2
1186,20050080-5,04,1,2004-04-28,2004-08-31,2
1187,20050080-5,05,2,2005-06-30,2005-06-30,2
893,20050081-1,03,1,2004-05-15,2004-07-31,2
894,20050081-1,04,2,2004-09-15,2004-12-15,2
1256,20050082-1,03,1,NA,NA,3
1258,20050082-1,04,2,2001-12-15,2002-04-30,3
1259,20050082-1,04,3,2004-07-01,2004-10-31,3
1255,20050082-2,03,1,NA,NA,3
1257,20050082-2,04,2,2001-12-15,2002-04-30,3
1260,20050082-2,04,3,2004-07-01,2004-10-31,3
895,20050083-1,04,1,2003-01-22,2003-04-30,1
1785,20050083-2,04,1,2003-01-22,2003-04-30,1
933,20050084-1,04,1,2005-04-27,2005-08-02,1
1074,20050086-1,04,1,2005-04-13,2005-07-15,1
1787,20050086-2,04,2,2005-04-13,2005-07-15,1
1415,20050088-1,01,1,2003-12-15,2004-03-30,2
1416,20050088-1,04,2,2004-10-01,2005-01-31,2
1788,20050091-1,05,1,2004-06-15,NA,2
1789,20050091-1,05,2,2005-07-15,NA,2
640,20050092-1,03,1,1994-05-15,1997-12-15,4
641,20050092-1,05,2,NA,NA,4
642,20050092-1,05,3,1999-03-15,2001-06-15,4
643,20050092-1,04,4,2001-06-15,2002-02-28,4
644,20050092-2,03,1,1994-05-15,1997-12-15,4
645,20050092-2,05,2,NA,NA,4
646,20050092-2,05,3,1999-03-15,2001-06-15,4
647,20050092-2,04,4,2001-06-15,2002-02-28,4
896,20050404-1,04,1,2009-03-16,2009-06-22,1
1265,20050449-1,04,1,2005-05-24,2005-09-02,1
1790,20050449-2,04,1,2005-05-24,2005-09-02,1
904,20050463-1,04,1,2007-07-02,2007-10-05,1
989,20060008-1,03,1,NA,NA,3
990,20060008-1,04,2,2002-09-20,2002-12-20,3
991,20060008-1,04,3,2003-09-22,2003-11-14,3
992,20060009-1,05,1,1997-12-15,2000-11-15,3
993,20060009-1,05,2,NA,NA,3
994,20060009-1,04,3,2004-12-07,2005-02-28,3
684,20060017-1,03,1,1998-11-15,2000-11-15,3
685,20060017-1,04,2,2000-11-15,na,3
686,20060017-1,03,3,2001-11-30,2005-02-15,3
687,20060017-2,03,1,1998-11-15,2000-11-15,3
688,20060017-2,04,2,2000-11-15,na,3
689,20060017-2,03,3,2001-11-30,2005-02-15,3
995,20060023-1,05,1,NA,NA,1
1791,20060027-1,05,1,NA,NA,1
1792,20060027-2,05,1,NA,NA,1
690,20060031-1,04,1,2004-10-01,2005-01-31,1
1120,20060031-2,04,1,2004-10-01,2005-01-31,1
908,20060034-1,04,1,2005-06-23,2005-10-30,1
692,20060035-1,04,1,2004-10-21,2005-01-21,1
1004,20060037-1,04,1,2005-09-23,2005-12-31,1
1007,20060038-1,04,1,2005-09-14,2005-12-16,2
1008,20060038-1,02,2,2006-03-15,2006-03-15,2
1010,20060038-2,04,1,2005-09-14,2005-12-16,2
1015,20060038-2,02,2,2006-03-15,2006-03-15,2
1011,20060038-3,04,1,2005-09-14,2005-12-16,2
1016,20060038-3,02,2,2006-03-15,2006-03-15,2
1012,20060038-4,04,1,2005-09-14,2005-12-16,2
1017,20060038-4,02,2,2006-03-15,2006-03-15,2
1013,20060038-5,04,1,2005-09-14,2005-12-16,2
1018,20060038-5,02,2,2006-03-15,2006-03-15,2
1014,20060038-6,04,1,2005-09-14,2005-12-16,2
1019,20060038-6,02,2,2006-03-15,2006-03-15,2
1793,20060038-7,04,1,2005-09-14,2005-12-16,2
1794,20060038-7,02,2,2006-03-15,2006-03-15,2
1795,20060044-1,05,1,NA,NA,1
693,20060046-1,04,1,na,2005-06-15,1
1796,20060049-1,03,1,2005-07-11,2006-01-25,1
1020,20060050-1,04,1,NA,NA,1
1797,20060050-2,04,1,NA,NA,1
1798,20060053-1,04,1,2004-11-15,2005-02-28,1
1799,20060053-2,04,1,2004-11-15,2005-02-28,1
696,20060053-3,04,1,2004-11-15,2005-02-28,1
1535,20060060-1,03,1,1992-12-02,1994-08-15,3
913,20060060-1,04,2,1999-10-07,2000-03-31,3
914,20060060-1,04,3,2001-09-15,2001-12-20,3
705,20060062-1,03,1,1999-04-15,2002-02-01,2
706,20060062-1,04,2,2003-06-31,2003-12-31,2
707,20060063-1,03,1,1993-06-30,1995-07-15,5
708,20060063-1,05,2,1995-09-15,1995-09-15,5
709,20060063-1,03,3,1996-10-15,1998-06-30,5
710,20060063-1,03,4,1999-06-30,2002-10-31,5
711,20060063-1,04,5,2003-07-31,2004-01-15,5
1800,20060065-1,05,1,NA,NA,1
1801,20060067-1,05,1,NA,NA,1
1802,20060070-1,04,1,1995-06-15,1995-06-15,1
1803,20060071-1,05,1,NA,NA,1
733,20060074-1,04,1,2006-01-11,2006-04-20,1
916,20060077-1,04,1,2005-06-22,2005-11-30,1
1804,20060078-1,05,1,NA,NA,2
1805,20060078-1,05,2,NA,NA,2
918,20060081-1,04,1,2001-09-15,2001-12-20,2
919,20060081-1,04,2,2005-12-21,2006-03-31,2
1021,20060085-1,04,1,2003-07-07,2003-10-10,1
734,20060089-1,03,1,2001-06-30,2003-01-15,3
735,20060089-1,03,2,2004-02-15,2004-06-15,3
736,20060089-1,05,3,na,na,3
1121,20060089-2,03,1,2001-06-30,2003-01-15,3
1122,20060089-2,03,2,2003-04-30,2004-06-30,3
1123,20060089-2,04,3,na,2005-05-28,3
1022,20060092-1,03,1,2004-01-15,2004-11-15,2
1023,20060092-1,04,2,2006-01-25,2006-04-30,2
738,20060093-1,05,1,na,2005-09-30,2
740,20060093-1,01,2,na,2006-06-31,2
1806,20060093-2,05,1,NA,2005-09-30,2
1807,20060093-2,01,2,NA,2006-06-31,2
1339,20060094-1,04,1,2006-07-05,2006-10-13,1
1340,20060094-2,04,1,2006-07-05,2006-10-13,1
1808,20060094-3,04,1,2006-07-05,2006-10-13,1
1337,20060094-4,04,1,2006-07-05,2006-10-13,1
1100,20060096-1,04,1,2006-01-25,2006-04-30,1
1809,20060098-1,05,1,2006-03-10,NA,1
1810,20060098-2,05,1,2006-03-10,NA,1
920,20060102-1,04,1,2005-01-12,2005-04-15,1
1076,20060103-1,04,1,2006-05-17,2006-08-24,1
1101,20060105-1,04,1,2005-09-23,2005-12-31,1
1811,20060400-1,05,1,2005-11-21,2005-11-21,1
1077,20060414-1,04,1,2007-07-02,2007-10-15,1
1266,20060425-1,04,1,2006-10-20,2007-02-15,1
741,20060441-1,04,1,2012-08-23,2012-12-21,1
1401,20060458-1,04,1,2007-08-27,NA,1
934,20060463-1,04,1,2008-02-01,2008-04-30,1
1269,20060490-1,04,1,2010-09-20,2011-01-21,1
1812,20070012-1,05,1,NA,NA,1
1813,20070012-10,05,1,NA,NA,1
1814,20070012-11,05,1,NA,NA,1
1078,20070012-12,05,1,NA,NA,1
1815,20070012-13,05,1,NA,NA,1
1816,20070012-14,05,1,NA,NA,1
1817,20070012-15,05,1,NA,NA,1
1818,20070012-16,05,1,NA,NA,1
1819,20070012-2,05,1,NA,NA,1
1820,20070012-3,05,1,NA,NA,1
1821,20070012-4,05,1,NA,NA,1
1822,20070012-5,05,1,NA,NA,1
1823,20070012-6,05,1,NA,NA,1
1824,20070012-7,05,1,NA,NA,1
1825,20070012-8,05,1,NA,NA,1
1826,20070012-9,05,1,NA,NA,1
1827,20070019-1,05,1,NA,NA,1
1828,20070024-1,04,1,NA,2006-12-21,1
1271,20070024-2,04,1,NA,2006-12-21,1
1829,20070024-3,04,1,NA,2006-12-21,1
1830,20070024-4,04,1,NA,2006-12-21,1
1272,20070024-5,04,1,NA,2006-12-21,1
1831,20070024-6,04,1,NA,2006-12-21,1
1832,20070025-1,05,1,NA,NA,1
1833,20070025-2,05,1,NA,NA,1
1102,20070029-1,03,1,2005-03-10,2005-12-06,2
1103,20070029-1,04,2,2006-07-05,2006-10-31,2
1079,20070030-1,05,1,2006-12-15,206-12-15,1
1598,20070033-1,04,1,2005-07-04,2005-11-30,1
1834,20070038-1,05,1,2007-05-02,2007-05-02,1
1835,20070038-2,05,1,2007-05-02,2007-05-02,1
1836,20070038-3,05,1,2007-05-02,2007-05-02,1
935,20070039-1,04,1,2005-06-29,2005-09-30,2
936,20070039-1,04,2,2006-09-29,2007-01-08,2
1274,20070043-1,04,1,2005-05-15,2005-10-31,1
1596,20070044-1,04,1,2005-06-15,2005-10-31,2
1597,20070044-1,02,2,2005-08-31,2006-05-16,2
1104,20070045-1,04,1,2005-26-29,2005-10-31,1
996,20070047-1,04,1,na,2006-10-16,1
1837,20070047-2,04,1,NA,2006-10-16,1
997,20070047-3,04,1,na,2006-10-16,1
998,20070047-4,04,1,na,2006-10-16,1
1838,20070047-5,04,1,NA,2006-10-16,1
1839,20070047-6,04,1,NA,2006-10-16,1
1593,20070052-1,04,1,2005-10-26,2006-02-28,1
1275,20070053-1,04,1,2006-09-06,2006-12-06,1
1276,20070055-1,02,1,NA,2004-04-15,3
1277,20070055-1,03,2,2004-08-15,2005-12-01,3
1278,20070055-1,04,3,2006-07-10,2006-10-31,3
1279,20070055-2,02,1,NA,2004-04-15,3
1280,20070055-2,03,2,2004-08-15,2005-12-01,3
1281,20070055-2,04,3,2006-07-10,2006-10-31,3
1592,20070057-1,04,1,2006-07-05,2006-10-15,1
744,20070061-1,03,1,1999-06-15,2002-11-22,3
745,20070061-1,03,2,2000-06-14,2003-06-30,3
746,20070061-1,04,3,2004-04-21,2004-11-30,3
748,20070062-1,04,1,na,2005-08-02,1
1081,20070063-2,04,1,2007-02-28,2007-04-30,1
774,20070064-1,03,1,2003-10-22,na,4
775,20070064-1,05,2,2004-02-15,na,4
776,20070064-1,04,3,2005-01-12,2005-04-15,4
777,20070064-1,05,4,2007-01-15,2007-02-15,4
1072,20070066-1,04,1,2006-10-15,2007-01-26,1
1587,20070067-1,04,1,2007-01-18,2007-04-20,1
1589,20070067-2,04,1,2007-01-18,2007-04-20,1
1590,20070067-3,04,1,2007-01-18,2007-04-20,2
1591,20070067-3,05,2,2007-04-30,2007-04-30,2
787,20070071-1,04,1,2006-11-20,2007-03-15,1
1383,20070072-1,04,1,2006-04-30,2006-05-31,1
937,20070075-1,04,1,2007-04-10,2007-07-09,1
1176,20070076-1,04,1,2006-12-15,2007-03-26,1
1182,20070077-1,04,1,2006-12-15,2007-03-26,1
1082,20070079-1,05,1,2007-07-06,2007-07-26,1
1338,20070082-1,04,1,2007-04-16,2007-07-06,1
1840,20070082-2,04,1,2007-04-16,2007-07-06,1
1841,20070082-3,04,1,2007-04-16,2007-07-06,1
1842,20070082-4,04,1,2007-04-16,2007-07-06,1
1843,20070082-5,04,1,2007-04-16,2007-07-06,1
1844,20070082-6,04,1,2007-04-16,2007-07-06,1
1384,20070083-1,04,1,2007-03-28,2007-06-30,1
1282,20070083-2,04,1,2007-03-28,2007-06-30,1
1845,20070090-1,05,1,NA,NA,1
938,20070091-1,03,1,2006-10-31,2007-05-01,1
1385,20070095-1,04,1,2007-05-02,2007-08-15,1
1386,20070095-2,04,1,2007-05-02,2007-08-15,1
1387,20070095-3,04,1,2007-05-02,2007-08-15,1
1388,20070095-4,04,1,2007-05-02,2007-08-15,1
1124,20070098-1,04,1,2006-11-29,2007-03-30,1
1283,20070099-1,04,1,2006-11-29,2007-03-30,1
1846,20070099-2,04,1,2006-11-29,2007-03-30,1
1323,20070419-1,04,1,2010-11-22,2011-03-04,1
939,20070429-1,04,1,2008-04-16,2008-07-16,1
940,20070455-1,04,1,2011-05-25,2011-08-31,1
790,20070492-1,04,1,2008-04-30,2008-06-30,1
941,20070500-1,04,1,2012-09-17,2012-12-21,1
1284,20080010-1,04,1,2007-04-18,2007-06-30,1
1261,20080011-2,03,1,2002-10-15,2003-09-30,2
1264,20080011-2,04,2,2005-12-02,2006-05-31,2
1262,20080011-3,03,1,2002-10-15,2003-09-30,2
1263,20080011-3,04,2,2005-12-02,2006-05-31,2
1125,20080012-1,04,1,2006-09-06,2007-01-31,1
1105,20080022-1,04,1,2006-12-11,2007-03-15,1
1285,20080026-1,04,1,NA,2007-10-15,1
1286,20080026-2,04,1,NA,2007-10-15,1
1554,20080027-1,04,1,NA,NA,1
1536,20080027-2,04,1,NA,NA,1
1267,20080029-1,04,1,2008-01-23,2008-02-27,1
1268,20080029-2,04,1,2008-01-30,2008-02-27,1
1190,20080034-1,04,1,2005-08-17,2005-12-31,1
1847,20080044-1,04,1,2007-06-18,2007-07-05,1
1251,20080046-1,04,1,2007-09-28,2007-10-31,1
1585,20080047-1,02,1,2004-12-01,2006-02-27,2
1586,20080047-1,04,2,2006-12-01,2007-03-15,2
1287,20080047-2,02,1,2004-12-01,2006-02-27,2
1288,20080047-2,04,2,2006-12-01,2007-03-15,2
1126,20080053-1,03,1,NA,2006-05-15,2
1127,20080053-1,04,2,2007-02-14,2007-07-31,2
1583,20080053-2,03,1,NA,2006-05-15,2
1584,20080053-2,04,2,2007-02-14,2007-07-31,2
1324,20080054-1,04,1,2006-11-29,2007-03-16,1
792,20080055-1,04,1,2004-03-15,2006-06-15,1
1848,20080059-1,05,1,NA,NA,1
958,20080062-1,03,1,2005-12-15,2006-11-22,2
959,20080062-1,04,2,2007-12-14,2008-03-28,2
795,20080066-1,03,1,2005-01-15,na,3
796,20080066-1,04,2,2005-06-15,2005-10-30,3
797,20080066-1,04,3,2007-09-31,2007-12-31,3
1291,20080068-1,04,1,2008-04-23,2008-08-04,1
848,20080069-1,03,1,2003-07-15,2004-04-15,4
849,20080069-1,05,2,2005-08-11,2005-08-11,4
850,20080069-1,03,3,2006-03-15,2006-12-15,4
851,20080069-1,04,4,na,2007-10-15,4
1144,20080072-1,05,1,2008-05-28,2005-07-15,1
1849,20080075-1,04,1,2007-10-04,2007-10-31,1
1316,20080076-1,05,1,NA,NA,1
1850,20080077-1,02,1,NA,NA,1
1216,20080078-1,04,1,2008-05-20,2008-08-20,1
960,20080079-1,04,1,2007-12-21,2008-03-31,1
1581,20080081-1,03,1,2007-03-15,2007-11-13,2
1582,20080081-1,04,2,2008-02-27,2008-05-31,2
854,20080314-1,04,1,2008-12-12,2009-04-17,1
1292,20080407-1,05,1,2009-01-27,2009-01-27,2
1293,20080407-1,04,2,2009-06-19,2009-10-15,2
1145,20080421-1,04,1,2008-11-06,2009-03-15,1
1295,20080445-1,04,1,2008-08-25,2009-01-12,1
1129,20080458-1,04,1,2011-05-30,2011-09-16,1
856,20080473-1,04,1,2011-12-02,2012-03-16,1
1130,20080515-1,04,1,2009-03-30,2009-04-24,1
1852,20090012-1,05,1,NA,NA,1
1217,20090018-1,04,1,2008-09-19,2008-11-26,1
1212,20090021-1,04,1,2008-05-30,2008-09-12,1
1214,20090022-1,03,1,2008-04-08,2009-06-30,2
1215,20090022-1,04,2,2008-09-10,2008-11-21,2
1106,20090024-1,05,1,NA,NA,1
1853,20090025-1,01,1,NA,NA,1
1854,20090026-1,04,1,2009-07-21,2009-07-31,1
1855,20090027-1,04,1,2007-01-23,2007-02-13,1
1856,20090028-1,05,1,NA,NA,1
1857,20090030-1,01,1,NA,NA,1
961,20090032-1,04,1,2008-12-05,2009-01-15,1
1579,20090038-1,05,1,2009-05-11,2009-05-13,1
1851,20090038-2,05,1,2009-05-11,2009-05-13,1
1298,20090044-1,04,1,2008-09-26,2008-12-30,1
1417,20090044-2,04,1,2008-09-26,2008-12-30,1
1131,20090045-1,04,1,2006-12-15,2007-06-30,3
1132,20090045-1,04,3,2009-02-11,2009-04-15,3
1133,20090045-1,03,2,NA,NA,3
1220,20090047-1,04,1,2008-06-19,2008-10-03,1
1219,20090047-2,04,1,2008-06-19,2008-10-03,1
1578,20090048-1,04,1,2008-10-22,2009-01-31,1
1146,20090049-1,04,1,2008-03-18,2008-06-16,1
1147,20090050-1,04,1,2008-03-18,2008-06-16,1
1107,20090051-1,05,1,2009-02-24,2009-03-16,1
1577,20090053-1,05,1,2009-05-06,2009-05-15,1
859,20090056-1,04,1,na,2009-02-13,1
1299,20090057-1,04,1,2007-09-25,2008-01-31,1
1576,20090060-1,04,1,2009-01-14,2009-04-15,1
1252,20090060-3,04,1,2009-01-14,2009-04-15,1
1314,20090061-1,04,1,NA,2009-02-13,1
1223,20090067-1,04,1,2008-12-05,2009-03-17,1
1044,20090068-1,04,1,2009-03-13,2009-05-08,1
1045,20090069-1,04,1,2008-06-09,2008-09-30,1
1221,20090073-1,04,1,2009-05-13,2009-08-14,1
1149,20090075-1,03,1,2001-10-15,2002-12-11,2
1150,20090075-1,04,2,2005-06-22,2005-10-31,2
1572,20090076-1,03,1,2005-09-05,2006-06-15,3
1574,20090076-1,02,2,2005-05-05,2006-10-15,3
1575,20090076-1,04,3,2008-06-25,2008-10-31,3
1315,20090079-1,04,1,2006-02-01,2006-05-30,1
1151,20090080-1,04,1,2009-01-29,2009-04-29,1
1318,20090082-1,04,1,NA,2008-09-30,1
1319,20090082-2,04,1,NA,2008-09-30,1
1858,20090083-1,04,3,2008-12-19,2009-04-17,3
1859,20090083-1,03,2,NA,NA,3
1860,20090083-1,05,1,NA,NA,3
1861,20090084-1,04,1,2008-12-19,2009-04-17,1
1240,20090085-1,04,1,2009-06-24,2009-10-07,1
1241,20090085-2,04,1,2009-06-24,2009-10-07,1
873,20090086-1,04,1,2007-11-28,2008-03-31,1
874,20090086-2,04,1,2007-11-28,2008-03-31,1
1242,20090087-1,04,1,2010-07-12,2010-09-15,1
1243,20090087-2,04,1,2009-01-12,2009-04-15,1
1046,20090089-1,04,1,2008-12-12,2009-03-31,1
1047,20090090-1,04,1,2009-06-24,2009-10-05,1
875,20090430-1,04,1,na,2013-01-15,1
876,20090439-1,04,1,2010-10-21,2011-01-21,1
877,20090462-1,04,1,2011-02-23,2011-05-23,1
942,20090473-1,05,1,2009-09-21,2009-09-21,1
1152,20090474-1,05,1,2009-06-25,2009-06-25,2
1153,20090474-1,04,2,2010-09-15,2010-12-15,2
1320,20090477-1,04,2,2011-12-06,2012-03-20,2
1321,20090477-1,03,1,NA,NA,2
943,20090480-1,04,1,2010-10-21,2011-02-28,1
949,20090499-1,05,1,NA,NA,2
950,20090499-1,04,2,2010-11-25,2011-03-10,2
1570,20090510-1,04,1,2011-01-20,2011-03-04,1
1862,20090510-2,04,1,2011-01-20,2011-03-04,1
1224,20100017-2,04,1,2008-12-05,2009-03-17,2
1225,20100017-2,05,2,NA,NA,2
878,20100019-1,05,1,2009-10-06,2009-10-06,1
1061,20100026-1,04,1,2009-07-01,2009-10-15,1
1869,20100026-2,04,1,2009-07-01,2009-10-15,1
1109,20100030-1,04,1,2009-09-11,2009-12-11,1
1154,20100031-1,03,1,2008-08-25,2009-02-19,2
1155,20100031-1,04,2,2009-06-29,2009-08-28,2
1352,20100032-1,04,1,2009-06-17,2009-10-15,1
1062,20100036-1,04,1,2008-07-02,2008-11-03,1
1063,20100037-1,04,1,2009-05-06,2009-09-06,1
1064,20100039-1,04,1,2010-02-24,2010-04-16,1
1156,20100040-1,04,1,2008-11-20,2009-03-01,1
1157,20100049-1,04,1,2009-09-11,2009-12-31,1
1158,20100049-2,04,1,2009-09-11,2009-12-31,1
1159,20100049-3,04,1,2009-09-11,2009-12-31,1
1863,20100050-1,03,1,2009-09-15,2010-04-10,1
1569,20100051-1,04,1,2008-05-30,2008-11-15,1
1226,20100052-1,04,1,2009-01-12,2009-04-15,3
1227,20100052-1,03,2,2009-08-24,2009-10-30,3
1228,20100052-1,04,3,2009-12-16,2010-03-22,3
1568,20100052-2,05,1,2011-07-07,2011-08-04,1
1229,20100052-3,04,1,2009-01-12,2009-04-15,3
1230,20100052-3,03,2,2009-08-24,2009-10-30,3
1231,20100052-3,04,3,2009-12-16,2010-03-22,3
1110,20100058-1,04,1,2009-03-13,2009-06-30,1
1567,20100060-2,04,1,2009-11-04,2010-02-15,1
1353,20100061-1,05,1,2010-04-20,2010-05-14,1
1870,20100061-2,05,1,2010-04-20,2010-05-14,1
1871,20100061-3,05,1,2010-04-20,2010-05-14,1
1872,20100061-4,05,1,2010-04-20,2010-05-14,1
1873,20100064-1,05,1,2010-01-20,NA,1
1874,20100067-1,03,1,NA,NA,1
1865,20100070-1,05,1,NA,NA,1
1866,20100072-1,05,1,NA,NA,1
1566,20100075-1,04,1,2010-04-14,2010-05-28,1
1355,20100075-2,04,1,2008-09-19,2009-01-05,1
1867,20100076-1,03,1,2008-06-15,2008-06-15,1
1160,20100077-1,03,1,2003-07-15,2005-03-15,3
1161,20100077-1,03,2,2006-08-15,2008-06-15,3
1162,20100077-1,04,3,2009-01-28,2009-05-08,3
944,20100078-1,04,1,na,2010-05-31,1
1868,20100082-1,05,1,NA,NA,1
1163,20100083-1,04,1,2010-04-13,2010-06-11,1
1565,20100084-1,04,1,2010-02-09,2010-05-10,1
1164,20100087-1,03,1,NA,2006-06-30,1
1864,20100089-1,05,1,NA,NA,1
1356,20100092-1,04,1,2008-11-05,2009-03-15,1
1876,20100092-2,04,1,2008-11-05,2009-03-15,1
1165,20100094-1,04,1,2010-04-14,2010-07-31,1
1166,20100094-2,04,1,2010-04-14,2010-07-31,1
1065,20100097-1,04,1,2009-11-27,2010-03-15,1
