preparl_phases_id,bill_id,preparl_phases_type,preparl_phases_order,preparl_phases_start_date,preparl_phases_end_state,preparl_phases_count
1531,19910066-1,03,1,1975-06-30,NA,2
378,19910066-1,04,2,1982-12-20,1983-06-30,2
1486,19910069-1,04,1,1991-10-17,1991-10-18,1
1487,19910069-2,04,1,1991-10-17,1991-10-18,1
177,19910071-1,03,1,1988-01-15,1988-09-30,3
178,19910071-1,03,2,1989-10-16,1990-11-02,3
179,19910071-1,04,3,1991-02-15,1991-05-15,3
1994,19910072-1,03,1,NA,NA,2
1995,19910072-1,05,2,NA,NA,2
158,19910073-1,01,1,NA,NA,3
159,19910073-1,03,2,NA,1989-06-30,3
160,19910073-1,04,3,1990-12-21,1991-05-31,3
141,19910076-1,02,2,1986-06-30,1991-04-30,2
142,19910076-1,05,3,NA,NA,2
143,19910078-1,04,1,1991-04-15,NA,1
1996,19910080-1,02,1,NA,NA,1
1997,19920007-1,05,1,NA,NA,1
1491,19920010-1,03,1,1987-07-14,1990-05-15,2
1492,19920010-1,04,2,1991-01-31,1991-04-30,2
1489,19920010-2,03,2,1989-06-30,NA,3
1490,19920010-2,04,3,1991-01-31,1991-04-30,3
1493,19920010-2,03,1,1984-06-30,1985-04-15,3
1460,19920012-1,04,1,1989-12-01,1990-03-31,1
1459,19920012-2,04,1,1989-12-01,1990-03-31,1
1461,19920012-3,04,1,1989-12-01,1990-03-31,1
1998,19920014-1,05,1,NA,NA,1
1999,19920015-1,04,1,1991-07-08,1991-09-30,1
2000,19920020-1,02,1,NA,1991-10-14,1
145,19920020-2,02,1,NA,1991-10-14,1
2001,19920021-1,03,1,1991-02-15,1991-04-15,1
146,19920022-1,03,1,1990-06-30,1991-04-30,2
147,19920022-1,04,2,NA,NA,2
148,19920026-1,03,1,1988-02-15,1990-08-15,2
149,19920026-1,04,2,1991-01-07,1991-03-31,2
1532,19920029-1,04,1,1989-12-20,1990-03-31,1
1533,19920029-2,04,1,1989-12-20,1990-03-31,1
155,19920031-1,04,1,1991-07-30,1991-09-30,1
156,19920031-2,04,1,1991-07-30,1991-09-30,1
1497,19920038-1,05,1,NA,NA,1
2002,19920038-2,05,1,NA,NA,1
1495,19920038-3,05,1,NA,NA,1
1457,19920038-4,05,1,NA,NA,1
1494,19920038-5,05,1,NA,NA,1
1458,19920038-6,05,1,NA,NA,1
23,19920044-1,05,1,NA,NA,1
2003,19920051-1,05,1,NA,NA,1
2004,19920055-1,03,1,NA,NA,1
2005,19920058-1,02,1,1991-01-15,NA,1
150,19920066-1,03,1,NA,NA,2
151,19920066-1,04,2,1991-04-30,NA,2
1435,19920067-1,04,1,1992-06-02,1992-10-31,1
1498,19920071-1,04,1,1991-12-24,1992-03-15,1
2006,19920076-1,03,1,NA,NA,1
32,19920079-1,05,1,01.03.1990,01.03.1990,2
33,19920079-1,05,2,20.09.1990,20.09.1990,2
180,19920082-1,01,1,1986-06-30,NA,4
181,19920082-1,03,2,NA,1989-06-30,4
182,19920082-1,03,3,NA,1991-12-15,4
183,19920082-1,04,4,1992-03-15,1992-05-31,4
1544,19920414-1,04,1,1995-03-15,1995-06-15,1
2007,19930002-1,05,1,NA,NA,1
152,19930006-1,04,1,1992-11-25,1992-12-31,1
2008,19930007-1,02,1,NA,NA,1
153,19930010-1,02,1,NA,NA,2
154,19930010-1,04,2,1992-11-13,1992-12-21,2
184,19930022-1,04,1,1991-06-10,1991-10-18,1
185,19930024-1,03,1,1986-06-15,1988-10-15,2
186,19930024-1,04,2,1991-01-31,1991-06-30,2
407,19930024-2,03,1,1996-06-15,1988-10-15,2
408,19930024-2,04,2,1991-01-31,1991-06-30,2
187,19930025-1,03,1,1990-06-15,1991-03-15,2
188,19930025-1,04,2,1991-06-11,1991-09-15,2
2009,19930030-1,05,1,NA,NA,1
2010,19930032-1,05,1,NA,NA,1
2011,19930035-1,02,1,1989-11-22,NA,1
190,19930039-1,04,1,1992-05-13,1992-08-05,1
191,19930039-2,04,1,1992-05-13,1992-08-05,1
31,19930041-1,04,1,NA,1992-09-30,1
192,19930045-1,04,1,NA,NA,1
2012,19930046-1,05,1,NA,NA,1
2013,19930048-3,05,1,NA,NA,1
193,19930049-1,04,1,NA,1992-04-30,1
30,19930050-1,03,1,15.02.1991,30.04.1991,1
2014,19930055-1,05,1,NA,NA,2
2015,19930055-1,03,2,1990-08-15,NA,2
2016,19930056-1,03,1,NA,NA,1
194,19930058-1,01,1,NA,NA,4
195,19930058-1,03,2,1989-06-30,NA,4
196,19930058-1,03,3,1989-06-30,NA,4
197,19930058-1,04,4,1991-03-11,1991-06-30,4
1545,19930062-1,03,1,1992-05-27,1992-12-14,1
2017,19930062-2,03,1,1992-05-27,1992-12-14,1
2018,19930062-3,03,1,1992-05-27,1992-12-14,1
201,19930063-1,04,1,1992-12-23,1993-03-15,1
202,19930063-2,04,1,1992-12-23,1993-03-15,1
208,19930066-1,04,2,1988-12-14,1989-03-21,4
210,19930066-1,05,1,1988-06-30,1988-09-15,4
214,19930066-1,05,3,1992-05-05,NA,4
215,19930066-1,04,4,1992-12-07,1993-02-28,4
209,19930066-2,04,2,1988-12-14,1989-03-21,4
211,19930066-2,05,1,1988-06-30,1988-09-15,4
212,19930066-2,05,3,1992-05-05,NA,4
213,19930066-2,04,4,1992-12-07,1993-02-28,4
216,19930068-1,04,1,NA,1993-02-15,1
220,19930072-1,04,1,NA,1992-02-15,1
290,19930072-2,04,1,na,1993-02-15,1
221,19930072-3,04,1,NA,1992-02-15,1
219,19930072-4,04,1,NA,1992-02-15,1
222,19930073-1,04,2,1992-07-01,1992-10-15,2
223,19930073-1,03,1,1992-01-13,NA,2
2019,19930074-1,04,1,1992-04-01,1992-06-30,1
224,19930075-1,03,1,1990-11-07,1991-11-23,2
227,19930075-1,04,2,1993-06-01,1993-07-08,2
249,19930077-1,01,1,NA,NA,1
248,19930077-2,01,1,NA,NA,1
2020,19930077-3,01,1,NA,NA,1
2021,19930077-4,01,1,NA,NA,1
291,19930078-1,05,1,na,na,1
292,19930078-2,05,1,na,na,1
251,19930078-3,05,1,NA,NA,1
2022,19930078-4,05,1,NA,NA,1
2023,19930078-5,05,1,NA,NA,1
2024,19930080-1,02,1,1993-03-23,1993-03-23,1
252,19930081-1,04,1,1991-03-07,1991-05-31,1
29,19930084-1,02,1,1993-06-30,1993-09-30,1
253,19930091-1,03,1,NA,NA,2
254,19930091-1,04,2,NA,1994-11-30,2
2025,19930092-1,05,1,NA,NA,1
255,19930095-1,02,1,NA,NA,3
256,19930095-1,02,2,NA,NA,3
257,19930095-1,04,3,1993-07-08,1993-09-15,3
217,19930128-1,03,1,1993-06-01,NA,2
218,19930128-1,04,2,NA,1993-11-19,2
225,19930434-1,03,1,1995-12-15,1996-05-14,2
226,19930434-1,04,2,1997-04-25,1997-08-31,2
228,19930440-1,03,1,1995-08-25,1996-02-08,1
207,19930452-1,04,1,NA,NA,1
229,19930461-1,03,1,1995-02-14,NA,2
230,19930461-1,04,2,1995-09-15,1995-12-01,2
231,19930462-1,03,1,1995-02-17,1995-05-02,1
232,19940002-1,04,1,NA,NA,1
233,19940002-2,04,1,NA,NA,1
234,19940002-3,04,1,NA,NA,1
235,19940005-1,05,1,1993-08-06,1993-09-15,1
236,19940008-1,04,1,1993-01-17,1993-05-31,1
1546,19940008-2,04,1,1993-01-17,1993-05-31,1
2026,19940012-1,05,1,NA,NA,1
243,19940013-1,03,2,1992-04-30,1992-10-31,2
246,19940013-1,04,2,1993-06-30,1993-09-24,2
250,19940015-1,05,1,NA,NA,1
2027,19940016-1,05,1,NA,NA,1
2029,19940022-1,03,1,NA,NA,1
2028,19940022-2,03,1,NA,NA,1
2030,19940023-1,05,1,NA,NA,1
261,19940028-2,04,1,1990-10-30,1990-12-22,1
264,19940032-1,04,1,1993-12-06,1994-01-17,1
265,19940035-1,05,1,1994-04-26,1994-04-26,1
266,19940036-1,04,1,NA,1993-12-31,1
267,19940039-1,04,1,1993-06-01,1993-08-16,2
282,19940039-1,05,2,1991-06-11,1994-06-30,2
268,19940039-2,04,1,1993-06-01,1993-08-16,2
281,19940039-2,05,2,1991-06-11,1994-06-30,2
269,19940039-3,04,1,1993-06-01,1993-08-16,2
280,19940039-3,05,2,1991-06-11,1994-06-30,2
2031,19940039-4,04,1,1993-06-01,1993-08-16,2
2036,19940039-4,05,2,1991-06-11,1994-06-30,2
2032,19940039-5,04,1,1993-06-01,1993-08-16,2
2035,19940039-5,05,2,1991-06-11,1994-06-30,2
2033,19940039-6,04,1,1993-06-01,1993-08-16,2
2034,19940039-6,05,2,1991-06-11,1994-06-30,2
2037,19940040-1,05,1,NA,NA,1
2038,19940042-1,05,1,NA,NA,1
2039,19940043-1,05,1,NA,NA,1
270,19940046-1,04,1,1993-07-08,1993-10-10,1
271,19940054-1,04,1,1993-09-20,1993-12-15,1
272,19940055-1,04,1,1993-06-14,1993-08-31,1
273,19940056-1,03,1,1989-02-15,1993-02-15,2
274,19940056-1,04,2,NA,NA,2
276,19940058-1,04,1,NA,1994-03-31,1
2040,19940058-2,04,1,NA,1994-03-31,1
2041,19940059-1,04,1,1992-03-09,1992-06-15,1
2042,19940059-2,04,1,1992-03-09,1992-06-15,1
277,19940059-3,04,1,1992-03-09,1992-06-15,1
278,19940063-1,04,1,1993-02-15,1993-10-15,1
2043,19940064-1,04,1,1992-09-16,1992-12-15,2
2044,19940064-1,03,2,NA,1992-06-15,2
2045,19940068-1,05,1,NA,NA,1
2046,19940069-1,05,1,NA,NA,1
2047,19940070-1,01,1,NA,NA,1
411,19940073-1,05,1,NA,NA,1
383,19940073-10,05,1,NA,NA,1
2048,19940073-11,05,1,NA,NA,1
2049,19940073-12,05,1,NA,NA,1
203,19940073-2,05,1,NA,NA,1
206,19940073-3,05,2,NA,NA,1
384,19940073-4,05,1,NA,NA,1
385,19940073-5,05,1,NA,NA,1
1547,19940073-6,05,1,NA,NA,1
1548,19940073-7,05,1,NA,NA,1
1549,19940073-8,05,1,NA,NA,1
386,19940073-9,05,1,NA,NA,1
305,19940080-1,04,1,NA,1994-08-22,1
387,19940080-10,04,1,NA,1994-08-22,1
388,19940080-11,04,1,NA,1994-08-22,1
389,19940080-12,04,1,NA,1994-08-22,1
390,19940080-13,04,1,NA,1994-08-22,1
391,19940080-14,04,1,NA,1994-08-22,1
392,19940080-15,04,1,NA,1994-08-22,1
393,19940080-16,04,1,NA,1994-08-22,1
394,19940080-17,04,1,NA,1994-08-22,1
296,19940080-2,04,1,NA,1994-08-22,1
297,19940080-3,04,1,NA,1994-08-22,1
298,19940080-4,04,1,NA,1994-08-22,1
299,19940080-5,04,1,NA,1994-08-22,1
300,19940080-6,04,1,NA,1994-08-22,1
301,19940080-7,04,1,NA,1994-08-22,1
302,19940080-8,04,1,NA,1994-08-22,1
303,19940080-9,04,1,NA,1994-08-22,1
304,19940083-1,04,1,1993-06-14,1993-09-30,1
2050,19940087-1,05,1,NA,NA,1
317,19940088-1,04,1,1993-10-01,1993-11-31,1
318,19940088-2,04,1,1993-10-01,1993-11-31,1
1550,19940089-1,04,1,NA,1994-03-04,1
2051,19940091-1,05,1,NA,NA,1
2052,19940096-1,05,1,NA,NA,1
348,19940100-1,01,1,NA,NA,3
349,19940100-1,04,2,1993-10-27,1994-02-28,3
350,19940100-1,03,3,NA,NA,3
2053,19940100-2,01,1,NA,NA,3
2054,19940100-2,04,2,1993-10-27,1994-02-28,3
2055,19940100-2,03,3,NA,NA,3
351,19940101-1,04,1,NA,NA,1
1250,19940102-3,05,1,1994-06-30,1994-06-30,1
353,19940427-1,05,1,1996-05-23,1996-05-23,1
1551,19940431-1,05,1,1994-05-10,1994-05-10,1
1553,19940434-1,04,1,1997-07-11,1997-10-31,1
2056,19940434-2,04,1,1997-07-11,1997-10-31,1
354,19940441-1,03,1,NA,NA,2
356,19940441-1,04,3,NA,1999-03-15,2
357,19950001-1,05,1,NA,NA,1
358,19950013-1,04,1,1991-12-15,1992-02-15,1
359,19950015-2,04,1,1993-13-12,1994-02-28,1
743,19950016-1,04,1,NA,1994-03-15,1
360,19950018-1,04,1,1994-12-12,1995-01-15,1
361,19950019-1,05,1,1994-12-12,1995-01-25,1
294,19950020-1,01,1,1994-04-30,1994-10-26,2
295,19950020-1,05,2,1994-12-16,1994-12-16,2
2057,19950020-2,01,1,1994-04-30,1994-10-26,2
2058,19950020-2,05,2,1994-12-16,1994-12-16,2
362,19950024-1,04,1,1993-06-15,1993-12-15,1
363,19950024-2,04,1,1993-06-15,1993-12-15,1
2059,19950024-3,04,1,1993-06-15,1993-12-15,1
366,19950025-1,04,1,NA,1994-07-15,1
2060,19950027-1,05,1,1994-03-22,1994-06-30,1
2061,19950030-1,05,1,1985-06-30,1985-06-30,3
2065,19950030-1,05,2,NA,NA,3
2066,19950030-1,05,3,NA,NA,3
2062,19950030-2,05,1,1985-06-30,1985-06-30,3
2063,19950030-2,05,2,NA,NA,3
2064,19950030-2,05,3,NA,NA,3
371,19950031-3,01,1,NA,NA,1
2068,19950033-1,05,1,1994-06-30,1994-06-30,1
2069,19950034-1,05,1,NA,NA,1
2070,19950035-1,05,1,NA,NA,1
372,19950039-1,04,1,1995-01-11,1995-03-15,1
2073,19950040-1,01,1,1992-06-30,1994-06-30,2
2074,19950040-1,05,2,1993-06-30,1993-06-30,2
2071,19950040-2,01,1,1992-06-30,1994-06-30,2
2072,19950040-2,05,2,1993-06-30,1993-06-30,2
373,19950048-3,04,1,1994-06-22,1994-09-22,1
374,19950048-4,04,1,1994-06-22,1994-09-22,1
2075,19950048-5,04,1,NA,1995-01-13,1
375,19950048-6,04,1,1994-06-22,1994-09-22,1
747,19950048-7,04,1,1994-06-22,1994-09-22,1
2076,19950058-1,05,1,NA,NA,1
376,19950059-1,04,1,1983-15-12,1984-04-15,2
377,19950059-1,05,2,1990-01-01,1990-12-01,2
2077,19950064-1,04,1,NA,1994-04-15,1
2078,19950065-1,01,1,NA,NA,1
288,19950068-1,05,1,1995-05-24,1995-30-08,1
2079,19950069-1,05,1,NA,NA,1
285,19950070-1,01,1,NA,NA,2
287,19950070-1,05,2,NA,NA,2
275,19950079-1,04,1,1992-03-29,1992-10-31,1
2080,19950080-1,05,1,NA,NA,1
262,19950082-1,04,1,1993-10-29,1994-01-31,1
2081,19950085-1,04,1,NA,1992-06-15,1
258,19950088-1,03,1,1993-06-01,1995-05-30,3
259,19950088-1,04,2,1994-06-06,1994-11-15,3
260,19950088-1,04,3,1995-05-30,1995-10-31,3
240,19950088-2,03,1,1993-06-01,1995-05-30,3
241,19950088-2,04,2,1994-06-09,1994-11-15,3
245,19950088-2,04,3,1995-05-30,1995-10-31,3
2082,19960005-1,05,1,NA,NA,1
1499,19960007-1,03,1,1994-02-23,1994-11-15,2
1500,19960007-1,04,2,1995-02-15,1995-06-30,2
424,19960021-1,04,1,NA,1995-09-30,1
425,19960021-2,04,1,NA,1995-09-30,1
1394,19960034-1,04,1,1994-08-15,1994-11-30,1
749,19960034-2,04,1,1994-14-08,1994-11-30,1
2083,19960035-1,05,1,NA,NA,1
1464,19960040-1,03,1,1992-05-12,1994-03-25,2
1465,19960040-1,04,2,1994-06-29,1994-11-15,2
1501,19960045-1,05,1,NA,NA,1
412,19960048-1,04,1,1995-08-30,1995-12-15,1
413,19960049-1,03,1,1994-01-15,na,2
414,19960049-1,04,2,1995-08-23,1995-12-31,2
426,19960050-1,04,1,NA,1996-01-31,1
427,19960050-2,04,1,NA,1996-01-31,1
428,19960055-1,04,2,1994-02-01,1994-04-30,2
429,19960055-1,03,1,1992-07-30,1993-03-15,2
1502,19960057-1,03,1,1982-06-30,NA,3
1503,19960057-1,03,2,1989-04-24,1991-02-15,3
1504,19960057-1,04,3,1991-11-29,1992-04-30,3
430,19960059-1,05,1,1995-12-18,1995-12-18,3
431,19960059-1,05,2,1996-01-09,1996-01-09,3
432,19960059-1,04,3,1995-06-27,1995-11-15,3
433,19960059-2,05,1,1995-12-18,1995-12-18,3
434,19960059-2,05,2,1996-01-09,1996-01-09,3
435,19960059-2,04,3,1995-06-27,1995-11-15,3
2084,19960059-3,05,1,1995-12-18,1995-12-18,3
2085,19960059-3,05,2,1996-01-09,1996-01-09,3
2086,19960059-3,04,3,1995-06-27,1995-11-15,3
1505,19960060-1,04,6,1995-10-25,1996-02-15,6
1506,19960060-1,03,1,1992-12-04,1994-09-15,6
1507,19960060-1,03,2,1992-12-04,1994-09-15,6
1508,19960060-1,03,3,1992-12-04,1994-09-15,6
1509,19960060-1,03,4,NA,1994-03-15,6
1510,19960060-1,03,5,NA,1994-12-15,6
1462,19960060-2,04,1,1995-10-25,1996-02-15,1
1511,19960060-3,04,1,1995-10-25,1996-02-15,1
1512,19960060-4,04,1,1995-10-25,1996-02-15,1
1513,19960060-5,03,1,NA,NA,1
2087,19960061-1,03,1,1992-10-15,NA,1
2091,19960067-1,05,1,1991-04-11,1992-07-30,3
531,19960067-1,04,2,1994-04-20,1994-09-30,3
532,19960067-1,03,3,NA,NA,3
2088,19960067-2,04,2,1994-04-20,1994-09-30,3
2089,19960067-2,03,3,NA,NA,3
2090,19960067-2,05,1,1991-04-11,1992-07-30,3
415,19960072-1,04,1,na,1996-06-15,1
416,19960077-1,04,1,1995-10-31,1995-11-15,1
2092,19960080-1,05,1,NA,NA,1
2093,19960084-1,05,1,NA,NA,1
520,19960090-1,04,1,1994-05-15,1994-11-30,1
521,19960090-2,04,1,1994-05-15,1994-11-30,1
522,19960090-3,04,1,1994-05-15,1994-11-30,1
523,19960090-4,04,1,1994-05-15,1994-11-30,1
519,19960090-5,04,1,1994-05-15,1994-11-30,1
462,19960091-1,03,1,1967-05-16,1973-09-06,5
463,19960091-1,03,2,1974-06-30,1977-10-15,5
464,19960091-1,04,3,1978-03-15,1981-06-30,5
465,19960091-1,03,4,1994-07-06,1995-06-26,5
466,19960091-1,04,5,1995-06-26,1995-11-15,5
452,19960091-2,03,1,1967-05-16,1973-09-06,5
453,19960091-2,03,2,1974-06-30,1977-10-15,5
455,19960091-2,04,3,1978-03-15,1981-06-30,5
456,19960091-2,03,4,1994-07-06,1995-06-26,5
457,19960091-2,04,5,1995-06-26,1996-02-29,5
458,19960091-3,03,1,1994-07-06,1995-06-26,2
460,19960091-3,04,2,1995-06-26,1996-02-29,2
459,19960091-5,03,1,1994-07-06,1995-03-22,2
461,19960091-5,04,2,1995-06-26,1996-02-29,2
422,19960094-1,04,1,1995-08-23,1995-11-30,1
2094,19960098-1,05,1,1993-10-09,NA,2
2095,19960098-1,05,2,1996-05-30,NA,2
467,19960115-1,04,1,1996-06-31,1996-08-31,1
2096,19960115-2,04,1,1996-06-31,1996-08-31,1
524,19960434-1,04,1,1996-07-03,1996-08-09,1
2113,19970015-1,01,1,NA,NA,1
423,19970017-1,04,1,1995-09-05,1995-12-15,1
755,19970018-1,03,1,1993-11-01,1994-03-30,2
756,19970018-1,04,2,1995-01-01,1995-04-30,2
1514,19970021-1,03,1,1996-06-15,NA,1
533,19970022-1,04,1,1996-06-26,1996-09-30,1
2097,19970025-1,05,1,NA,NA,1
2098,19970026-1,05,1,NA,NA,1
1218,19970027-1,01,1,1996-12-01,1996-12-31,2
1343,19970027-1,05,2,1997-01-15,1997-02-15,2
1344,19970027-2,01,1,1996-12-01,1996-12-31,2
1347,19970027-2,05,2,1997-01-15,1997-02-15,2
2114,19970027-3,01,1,1996-12-01,1996-12-31,2
2115,19970027-3,05,2,1997-01-15,1997-02-15,2
1537,19970027-4,04,3,NA,NA,3
534,19970027-4,01,1,1996-12-01,1996-12-31,3
535,19970027-4,05,2,1997-01-15,1997-02-15,3
1345,19970027-5,01,1,1996-12-01,1996-12-31,2
1348,19970027-5,05,2,1997-01-15,1997-02-15,2
1346,19970027-6,01,1,1996-12-01,1996-12-31,2
1349,19970027-6,05,2,1997-01-15,1997-02-15,2
436,19970029-1,05,1,NA,NA,1
525,19970030-1,04,1,1996-10-23,1996-12-20,1
437,19970034-1,05,1,1994-09-15,1995-03-15,2
438,19970034-1,04,2,1996-02-14,1996-09-30,2
468,19970035-1,05,1,na,1994-12-04,2
469,19970035-1,04,2,1996-08-21,1996-11-30,2
470,19970036-1,03,1,na,1996-09-23,2
471,19970036-1,03,2,1996-12-18,na,2
536,19970040-1,04,1,1996-08-14,1996-11-08,1
2116,19970040-2,04,1,1996-08-14,1996-11-08,1
1317,19970042-1,04,1,NA,1996-12-15,1
2099,19970044-1,05,1,NA,NA,1
2100,19970045-1,05,1,NA,NA,1
757,19970046-1,04,1,1996-12-09,1997-02-28,1
2101,19970050-1,05,1,NA,NA,1
1467,19970052-1,04,2,1996-12-04,1997-02-20,2
1468,19970052-1,03,1,1996-12-15,NA,2
1515,19970052-2,03,1,1996-12-15,NA,2
1516,19970052-2,04,2,1996-12-04,1997-02-20,2
2118,19970052-3,03,1,1996-12-15,NA,2
2119,19970052-3,04,2,1996-12-04,1997-02-20,2
485,19970055-1,03,1,na,na,3
486,19970055-1,04,2,1994-06-22,1994-09-30,3
487,19970055-1,04,3,1996-12-04,1997-02-20,3
2120,19970055-2,03,1,NA,NA,3
2121,19970055-2,04,2,1994-06-22,1994-09-30,3
2122,19970055-2,04,3,1996-12-04,1997-02-20,3
2102,19970057-1,05,1,NA,NA,1
488,19970058-1,05,1,na,na,1
2117,19970058-2,05,1,NA,NA,1
2103,19970059-1,05,1,1994-03-7,1995-12-15,2
2104,19970059-1,05,2,1996-04-15,NA,2
2105,19970064-1,04,1,1991-04-26,1991-06-30,4
2106,19970064-1,04,2,1994-07-15,NA,4
2107,19970064-1,05,3,1995-07-15,1995-07-15,4
2108,19970064-1,05,4,1997-01-15,1997-02-15,4
2109,19970067-1,05,1,NA,NA,1
440,19970070-2,04,1,1996-05-15,1996-08-31,1
441,19970070-4,04,1,NA,1996-08-30,1
758,19970073-1,04,1,1996-05-17,1996-08-30,1
2110,19970082-1,04,1,1994-11-25,1995-01-13,1
489,19970087-1,04,1,1997-02-19,1997-05-31,1
2111,19970090-1,05,1,NA,NA,1
2112,19970090-2,05,1,NA,NA,1
759,19970400-1,05,1,1996-02-15,1996-12-15,1
491,19970417-1,03,1,na,na,2
492,19970417-1,04,2,1999-01-25,1999-12-22,2
1395,19970419-1,04,1,2004-04-26,2004-12-15,2
1396,19970419-1,05,2,2004-05-14,2004-10-15,2
537,19970445-1,05,1,1998-05-04,1998-05-19,1
538,19970445-2,05,1,1998-05-04,1998-05-19,1
1463,19970447-1,05,1,NA,NA,1
526,19970462-1,04,1,2000-03-20,2000-06-30,1
760,19980009-1,05,1,NA,NA,3
761,19980009-1,03,2,NA,NA,3
762,19980009-1,04,3,1996-05-17,1996-08-30,3
763,19980009-2,05,1,NA,NA,3
764,19980009-2,03,2,NA,NA,3
765,19980009-2,04,3,1996-05-17,1996-08-30,3
766,19980009-3,05,1,NA,NA,3
767,19980009-3,03,2,NA,NA,3
768,19980009-3,04,3,1996-05-17,1996-08-30,3
1466,19980015-1,04,1,1996-04-19,NA,2
442,19980015-1,04,2,1997-12-19,1998-01-15,2
493,19980017-1,05,1,1991-10-15,1993-03-07,2
494,19980017-1,04,2,na,1998-09-30,2
1517,19980022-1,03,1,1988-06-30,1990-06-27,2
1518,19980022-1,04,2,1995-05-24,1995-09-15,2
443,19980024-1,04,1,NA,1997-12-31,1
2131,19980025-1,05,1,NA,NA,1
2125,19980026-1,05,1,NA,NA,1
2148,19980032-1,03,1,1997-04-18,1997-10-24,2
2149,19980032-1,05,2,1998-01-01,1998-01-31,2
1519,19980033-1,03,1,1996-05-13,1996-12-15,2
1520,19980033-1,04,2,1997-02-19,1997-05-31,2
495,19980035-1,05,1,na,na,1
445,19980037-1,04,1,1997-06-02,1997-08-31,1
444,19980037-2,04,1,1997-06-02,1997-08-31,1
1050,19980038-1,05,1,1983-06-30,1986-06-30,3
1051,19980038-1,03,2,1987-02-15,1989-06-30,3
1053,19980038-1,04,3,1993-07-15,1994-02-18,3
1054,19980038-2,05,1,1983-06-30,1983-06-30,3
1055,19980038-2,03,2,1987-02-15,1989-06-30,3
1056,19980038-2,04,3,1993-07-15,1994-02-18,3
1057,19980038-3,05,1,1983-06-30,1983-06-30,3
1058,19980038-3,03,2,1987-02-15,1989-06-30,3
1059,19980038-3,04,3,1993-07-15,1994-02-18,3
2132,19980040-1,02,1,NA,NA,1
2133,19980042-1,03,1,NA,NA,1
2124,19980047-1,05,1,NA,NA,1
2123,19980047-2,05,1,NA,NA,1
769,19980052-1,04,1,1998-02-25,1998-05-06,1
2126,19980055-1,05,1,NA,NA,1
496,19980056-1,05,1,na,na,1
2134,19980058-1,03,1,1998-01-15,NA,2
2135,19980058-1,04,2,1998-03-09,1998-05-15,2
527,19980058-2,03,1,1998-01-15,NA,2
528,19980058-2,04,2,1998-03-09,1998-05-15,2
563,19980059-1,03,1,NA,NA,2
564,19980059-1,05,2,NA,NA,2
561,19980059-2,03,1,NA,NA,2
562,19980059-2,05,2,NA,NA,2
497,19980060-1,04,1,1998-05-19,1998-07-03,1
2128,19980060-2,04,1,1998-05-19,1998-07-03,1
2127,19980060-3,04,1,1998-05-19,1998-07-03,1
599,19980062-1,03,1,1998-01-15,1998-05-15,1
600,19980067-1,03,1,1994-01-15,1995-11-10,2
601,19980067-1,04,2,1997-01-15,1997-04-30,2
2145,19980070-1,04,1,1997-12-15,1998-03-31,1
2144,19980070-10,04,1,1997-12-15,1998-03-31,1
498,19980070-11,04,1,1997-12-15,1998-03-31,1
2147,19980070-12,04,1,1997-12-15,1998-03-31,1
2146,19980070-13,04,1,1997-12-15,1998-03-31,1
2143,19980070-2,04,1,1997-12-15,1998-03-31,1
2142,19980070-3,04,1,1997-12-15,1998-03-31,1
2141,19980070-4,04,1,1997-12-15,1998-03-31,1
2140,19980070-5,04,1,1997-12-15,1998-03-31,1
2139,19980070-6,04,1,1997-12-15,1998-03-31,1
2138,19980070-7,04,1,1997-12-15,1998-03-31,1
2137,19980070-8,04,1,1997-12-15,1998-03-31,1
2136,19980070-9,04,1,1997-12-15,1998-03-31,1
446,19980071-1,05,1,1998-07-02,1998-07-02,1
499,19980074-1,03,1,1997-11-07,na,1
2129,19980074-2,03,1,1997-11-07,NA,1
770,19980075-1,04,1,1997-02-12,1997-06-30,1
1404,19980075-2,04,1,1997-02-12,1997-06-30,1
1469,19980076-1,03,1,1993-06-30,NA,2
1470,19980076-1,04,2,1998-05-06,1998-08-31,2
1521,19980076-2,03,1,1993-06-30,NA,2
1522,19980076-2,04,2,1998-05-06,1998-08-31,2
602,19980077-1,03,1,1998-04-15,NA,1
418,19980078-1,04,1,1997-11-01,1997-11-31,1
2130,19980079-1,05,1,NA,NA,1
539,19980407-1,05,1,NA,NA,1
603,19980411-1,04,1,NA,2001-02-28,1
2150,19980429-1,05,1,NA,NA,1
604,19980444-1,04,1,NA,2001-06-15,1
606,19980451-1,03,2,2000-01-24,2001-05-29,2
607,19980451-1,04,3,NA,2001-11-30,2
1636,19990009-1,04,2,NA,1998-03-09,3
1637,19990009-1,03,3,NA,1999-01-15,3
1638,19990009-1,03,1,NA,1997-11-15,3
1639,19990011-1,05,1,NA,NA,1
1523,19990016-1,05,1,NA,NA,2
1524,19990016-1,04,2,1998-09-15,1998-11-30,2
1623,19990016-2,05,1,NA,NA,2
1624,19990016-2,04,2,1998-09-15,1998-11-30,2
500,19990020-1,03,1,1995-02-15,1996-06-30,2
501,19990020-1,04,2,1997-02-15,1997-06-30,2
1625,19990024-2,03,1,NA,1998-06-26,1
540,19990026-1,03,1,1995-07-15,1996-09-15,2
541,19990026-1,04,2,1998-07-01,1998-09-30,2
1615,19990026-2,03,1,1995-07-15,1996-09-15,2
1616,19990026-2,04,2,1998-07-01,1998-09-30,2
419,19990027-1,05,1,1994-04-15,1994-04-15,3
